cluster,scheduler,seed,arrival,phase,makespan,imbalance,epsilon,locality
skewed_8,HEFT-LC,1,507.9046386190492,burst,9.670052865364141,0.005616550651603696,0.05,0.3
skewed_8,HEFT-LC,1,512.9478462084874,burst,33.56549487183702,0.005907324028385341,0.05,0.2222222222222222
skewed_8,HEFT-LC,1,519.0714540136929,burst,20.516539675583772,0.004096452222631747,0.05,0.5
skewed_8,HEFT-LC,1,520.9606464561078,burst,14.70536110908688,0.003138380075796604,0.05,0.1
skewed_8,HEFT-LC,1,521.9311017098074,burst,26.69206452466085,0.003465722181158561,0.05,0.5
skewed_8,HEFT-LC,1,524.5873904970161,burst,17.78982416693418,0.004283268080154202,0.05,0.25
skewed_8,HEFT-LC,1,526.2663964962271,burst,12.964195626408014,0.002230209688012529,0.05,0.5
skewed_8,HEFT-LC,1,535.2587150509589,burst,39.011673077524506,0.012557150556860712,0.05,0.2
skewed_8,HEFT-LC,1,535.7548139216382,burst,13.147776150381674,0.008527325849767951,0.05,0.8181818181818182
skewed_8,HEFT-LC,1,538.5224074297097,burst,13.668868448177022,0.0041462307213866395,0.05,0.4444444444444444
skewed_8,HEFT-LC,1,539.1740799896395,burst,16.197307690041725,0.0022551693026961507,0.05,0.5
skewed_8,HEFT-LC,1,542.5713613939081,burst,18.66432377712033,0.0024498526765315684,0.05,0.07142857142857142
skewed_8,HEFT-LC,1,553.024388321631,burst,25.902085653899235,0.0028446587816483345,0.05,0.1111111111111111
skewed_8,HEFT-LC,1,561.3492688967424,burst,8.141719309836617,0.0011515409070459782,0.05,0.5
skewed_8,HEFT-LC,1,566.1509866380918,burst,23.792606076676634,0.005689806831392413,0.05,0.1
skewed_8,HEFT-LC,1,567.3965824314713,burst,17.673773282525303,0.0019262534119548864,0.05,0.375
skewed_8,HEFT-LC,1,571.4241074768798,burst,19.1846172131294,0.004247556983775581,0.05,0.2
skewed_8,HEFT-LC,1,582.1602681196438,burst,22.01016718520782,0.004263183935584912,0.05,0.3333333333333333
skewed_8,HEFT-LC,1,582.9783116085599,burst,13.736236899103574,0.001780076131830679,0.05,0.5
skewed_8,HEFT-LC,1,586.7935160346323,burst,21.132019996627832,0.00493564585901091,0.05,0.1
skewed_8,HEFT-LC,1,589.4126873057335,burst,11.935655160982947,0.001942403153287653,0.05,0.5
skewed_8,HEFT-LC,1,592.712913314333,burst,21.925688556146042,0.005127856700599921,0.05,0.2
skewed_8,HEFT-LC,1,604.3168056351491,burst,28.470998575848398,0.005684517703543136,0.05,0.4444444444444444
skewed_8,HEFT-LC,1,608.2427589315836,mr,35.94643285667735,0.006155408908782731,0.05,0.21428571428571427
skewed_8,HEFT-LC,1,626.9985087533674,mr,12.515997085828303,0.003148343164690715,0.05,0.5555555555555556
skewed_8,HEFT-LC,1,627.8988596510487,mr,13.51702988799866,0.002146521649101551,0.05,0.7777777777777778
skewed_8,HEFT-LC,1,631.6610781305573,mr,11.706668603387016,0.0019292572900162241,0.05,0.5
skewed_8,HEFT-LC,1,633.8295884688899,mr,16.017981369554036,0.003530781271603735,0.05,0.4444444444444444
skewed_8,HEFT-LC,1,637.6804547732984,mr,10.20817213434998,0.0012836446366103575,0.05,0.625
skewed_8,HEFT-LC,1,639.2233554466878,mr,8.00009601330612,0.001593526873919778,0.05,0.4444444444444444
skewed_8,HEFT-LC,1,645.0984011560851,mr,10.74118958132135,0.002311020954874178,0.05,0.4444444444444444
skewed_8,HEFT-LC,1,648.0420094075467,mr,13.493993650617767,0.0021843250957439744,0.05,0.3333333333333333
skewed_8,HEFT-LC,1,662.1179132111467,mr,5.729167665022715,0.0009702096667528564,0.05,0.5
